ano_orcamento;cod_conta;desc_conta;grupo_contas;grupo_contas_n2;grupo_contan3
2017;214-2017-11050199028;DAIANE DE MORAES SANTOS;Outras;Outras;AJUSTAR
2017;214-2017-11050199029;FERNANDO RODRIGUES;Outras;Outras;AJUSTAR
2017;214-2017-11050199030;FABIANA SARMENTO ROSA;Outras;Outras;AJUSTAR
2017;214-2017-11050199031;LUCIANA PIRES;Outras;Outras;AJUSTAR
2017;214-2017-11050199999;VALORES A APROPRIAR - DIVERSOS;Outras;Outras;AJUSTAR
2017;214-2017-11060101001;DESPESAS ANTECIPADAS;Outras;Outras;AJUSTAR
2017;214-2017-12010301001;VANESSA ALZENIR DA SILVA 295720115240071;Outras;Outras;AJUSTAR
2017;214-2017-12010301002;GISELY J. ALMEIDA 686-152012.5.24.0022;Outras;Outras;AJUSTAR
2017;214-2017-12010301007;ROBERTO LUIZ DA SILVA P0127100-132009524;Outras;Outras;AJUSTAR
2017;214-2017-12010301010;VICENTE P F GOLVEIA 50900.185.08.5.24.01;Outras;Outras;AJUSTAR
2017;214-2017-12010301017;ANA CLAUDIA BAZE DE LIMA 1336-12.2012524;Outras;Outras;AJUSTAR
2017;214-2017-12010301018;ADRIANA MARCIA SCARANSI MACIEL 201252400;Outras;Outras;AJUSTAR
2017;214-2017-12010301020;TEREZA REIKO MIYASAKI 72.2012.5.24.0072;Outras;Outras;AJUSTAR
2017;214-2017-12010301021;FRANCISCO RODRIGUES DA SILVA 2012.5.24.0;Outras;Outras;AJUSTAR
2017;214-2017-12010301022;FABRICIO A. GONÇALVES 24009622013524071;Outras;Outras;AJUSTAR
2017;214-2017-12010301023;RENATA BERNARDES MU 00008060820125240071;Outras;Outras;AJUSTAR
2017;214-2017-12010301024;FABIO SANTANA 0024361-17.2013.5.24.2013;Outras;Outras;AJUSTAR
2017;214-2017-12010301025;FRANCIELY LAZZRETI VIANA 9310320135240;Outras;Outras;AJUSTAR
2017;214-2017-12010301027;LAIS OLIVEIRA LOURENÇO 7167620135240002;Outras;Outras;AJUSTAR
2017;214-2017-12010301028;ROZINEIDE DE S. LUCATTI 347220135240072;Outras;Outras;AJUSTAR
2017;214-2017-12010301029;BRUNA M. BARBOSA 6482320135240004;Outras;Outras;AJUSTAR
2017;214-2017-12010301030;LIGIA P. MENDES 242746120135240072;Outras;Outras;AJUSTAR
2017;214-2017-12010301031;ANDREIA F. C. HONOR 19631320125240072;Outras;Outras;AJUSTAR
2017;214-2017-12010301032;JANAINA A.A. FERREIRA 250428720135240071;Outras;Outras;AJUSTAR
2017;214-2017-12010301033;ALDO C DOS SANTOS 0024625-10.2014.5.24.0;Outras;Outras;AJUSTAR
2017;214-2017-12010301034;MARCIA C.P.FREITAS 328-55.2013.5.24.0106;Outras;Outras;AJUSTAR
2017;214-2017-12010301037;RENATA C C NOGUEIRA 11705620135240002;Outras;Outras;AJUSTAR
2017;214-2017-12010301038;JOSUE C FIGUEIREDO 00010244020125240005;Outras;Outras;AJUSTAR
2017;214-2017-12010301039;FAUSTINA RIQUELME 00252955120145240003;Outras;Outras;AJUSTAR
2017;214-2017-12010301040;ANS 00032706420144036000;Outras;Outras;AJUSTAR
2017;214-2017-12010301041;ROZINEIDE DE S.LUCATTI 25552120145240071;Outras;Outras;AJUSTAR
2017;214-2017-12010301042;FABRICIO A GONÇALVES 255682020145240071;Outras;Outras;AJUSTAR
2017;214-2017-12010301043;ANS 9909-69.2012.403.6000;Outras;Outras;AJUSTAR
2017;214-2017-12010301044;APARECIDA MARQUES 2504712.20135240071;Outras;Outras;AJUSTAR
2017;214-2017-12010301045;CYNTIA P A PINHEIRO 00256955620145240006;Outras;Outras;AJUSTAR
2017;214-2017-12010301046;MARLENE P LOPES 000105271.20135240005;Outras;Outras;AJUSTAR
2017;214-2017-12010301047;EDCARLOS M.VIEIRA 26005-27.20155.24.0071;Outras;Outras;AJUSTAR
2017;214-2017-12010301048;FABIO SANTANA 25704-14.2014.5.24.0072;Outras;Outras;AJUSTAR
2017;214-2017-12010301049;CELIA OLIVEIRA 24949-49.2015.5.24.0041;Outras;Outras;AJUSTAR
2017;214-2017-12010301050;OLGA V Q OLIVEIRA 00255673220145240072;Outras;Outras;AJUSTAR
2017;214-2017-12010301051;CREUSA AO R FREITAS 00264698220145240072;Outras;Outras;AJUSTAR
2017;214-2017-12010301052;MARLY F R ANDRADE 0024396252015.5240001;Outras;Outras;AJUSTAR
2017;214-2017-12010301053;ANS 0003306-04.2017.403.6000;Outras;Outras;AJUSTAR
2017;214-2017-12010301054;JUCEMIR S QUEIROZ 00243759620165240071;Outras;Outras;AJUSTAR
2017;214-2017-12010301055;MARCELO C GOMES 00249267620165240071;Outras;Outras;AJUSTAR
2017;214-2017-12010502001;(-) RENDA DE JUROS A APROPRIAR;Outras;Outras;AJUSTAR
2017;214-2017-12020101001;AÇÕES DA TELEMS;Outras;Outras;AJUSTAR
2017;214-2017-12020101099;OUTRAS AÇÕES;Outras;Outras;AJUSTAR
2017;214-2017-12030101001;TERRENOS;Outras;Outras;AJUSTAR
2017;214-2017-12030102001;PRÉDIOS;Outras;Outras;AJUSTAR
2017;214-2017-12030103001;CONSTRUÇÕES EM ANDAMENTO;Outras;Outras;AJUSTAR
2017;214-2017-12030104001;INSTALAÇÕES;Outras;Outras;AJUSTAR
2017;214-2017-12030105001;BENFEITORIAS EM IMÓVEIS DE TERCEIROS;Outras;Outras;AJUSTAR
2017;214-2017-12030199001;OUTROS BENS IMÓVEIS;Outras;Outras;AJUSTAR
2017;214-2017-12030201001;MOBILIÁRIO EM GERAL;Outras;Outras;AJUSTAR
2017;214-2017-12030202001;BIBLIOTECA;Outras;Outras;AJUSTAR
2017;214-2017-12030203001;DISCOTECA, FONOT, FILMOT, PINACOTECA;Outras;Outras;AJUSTAR
2017;214-2017-12030204001;INSTRUMENTOS MUSICAIS;Outras;Outras;AJUSTAR
2017;214-2017-12030205001;VEÍCULOS;Outras;Outras;AJUSTAR
2017;214-2017-12030206001;MÁQUINAS E EQUIPAMENTOS EM GERAL;Outras;Outras;AJUSTAR
2017;214-2017-12030207001;EQUIPAMENTOS MED, CIR, ODONT E LABORATOR;Outras;Outras;AJUSTAR
2017;214-2017-12030208001;EQUIPAMENTOS DE INFORMÁTICA;Outras;Outras;AJUSTAR
2017;214-2017-12030209001;EQUIPAMENTOS ESPORT, ART E RECREAÇÃO;Outras;Outras;AJUSTAR
2017;214-2017-12030210001;EQUIPAMENTOS DE COMUNICAÇÃO;Outras;Outras;AJUSTAR
2017;214-2017-12030299001;OUTROS BENS MÓVEIS;Outras;Outras;AJUSTAR
2017;214-2017-12030401001;(-) DEPRECIAÇÃO DE BENS IMÓVEIS;Outras;Outras;AJUSTAR
2017;214-2017-12030401002;(-) DEPRECIAÇÃO DE OUTROS BENS IMÓVEIS;Outras;Outras;AJUSTAR
2017;214-2017-12030402001;(-) DEPRECIAÇÃO ACUMUL. DE BENS MÓVEIS;Outras;Outras;AJUSTAR
2017;214-2017-12030402002;(-) DEPRECIAÇÃO ACUMUL. DE BIBLIOTECA;Outras;Outras;AJUSTAR
2017;214-2017-12030402003;(-) DEPREC. ACUMUL. DISCO/FONO/FILMO/PIN;Outras;Outras;AJUSTAR
2017;214-2017-12030402004;(-) DEPRECIAÇÃO ACUMUL INSTRUM. MUSICAIS;Outras;Outras;AJUSTAR
2017;214-2017-12030402005;(-) DEPRECIAÇÃO ACUMUL. DE VEÍCULOS;Outras;Outras;AJUSTAR
2017;214-2017-12030402006;(-) DEPREC. ACUMUL. MÁQ. EQUIP. EM GERAL;Outras;Outras;AJUSTAR
2017;214-2017-12030402007;(-) DEPREC. ACUMUL. EQUIP. MED. CIRÚRGIC;Outras;Outras;AJUSTAR
2017;214-2017-12030402008;(-) DEPREC. ACUMUL. EQUIP. INFORMÁTICA;Outras;Outras;AJUSTAR
2017;214-2017-12030402009;(-) DEPREC. ACUMUL. EQUIP.ESP/ART/RECRE;Outras;Outras;AJUSTAR
2017;214-2017-12030402010;(-) DEPREC. ACUMUL. EQUIP. COMUNICAÇÃO;Outras;Outras;AJUSTAR
2017;214-2017-12030402999;(-) DEPREC. ACUMUL. OUTROS BENS MÓVEIS;Outras;Outras;AJUSTAR
2017;214-2017-12030501001;IMPORTAÇÕES EM AND. BENS IMOBILIZADOS;Outras;Outras;AJUSTAR
2017;214-2017-12030502001;CONSÓRCIO DE BENS;Outras;Outras;AJUSTAR
2017;214-2017-12040101001;MARCAS E PATENTES;Outras;Outras;AJUSTAR
2017;214-2017-12040201001;DIREITOS AUTORAIS;Outras;Outras;AJUSTAR
2017;214-2017-12040301001;DIREITOS DE USO DE LINHAS TELEFÔNICAS;Outras;Outras;AJUSTAR
2017;214-2017-12040401001;DIREITOS DE USO DE SOFTWARE;Outras;Outras;AJUSTAR
2017;214-2017-12040501001;DIREITOS DE EXPLORAÇÃO;Outras;Outras;AJUSTAR
2017;214-2017-12040599001;OUTROS INTANGÍVEIS;Outras;Outras;AJUSTAR
2017;214-2017-12040601001;AMORTIZAÇÃO DE BENS INTANGÍVEIS;Outras;Outras;AJUSTAR
2017;214-2017-12050101001;DESPESAS PRÉ-OPERACIONAIS;Outras;Outras;AJUSTAR
2017;214-2017-12050201001;AMORTIZAÇÃO ACUMULADA;Outras;Outras;AJUSTAR
2017;214-2017-16010101001;BENS EM CUSTÓDIA;Outras;Outras;AJUSTAR
2017;214-2017-16010201001;LEASING;Outras;Outras;AJUSTAR
2017;214-2017-16010202001;SEGUROS;Outras;Outras;AJUSTAR
2017;214-2017-16010203001;OBRAS;Outras;Outras;AJUSTAR
2017;214-2017-16010204001;RECEITAS EDUC. EXERCÍCIOS ANTERIORES;Outras;Outras;AJUSTAR
2017;214-2017-16010204002;RECEITAS EDUC. A RECEBER ANO CORRENTE;Outras;Outras;AJUSTAR
2017;214-2017-16010301001;GARANTIAS DIVERSAS;Outras;Outras;AJUSTAR
2017;214-2017-16010401001;BENS RECEBIDOS - MOBILIÁRIO EM GERAL;Outras;Outras;AJUSTAR
2017;214-2017-16010401002;BENS RECEBIDOS - BIBLIOTECA;Outras;Outras;AJUSTAR
2017;214-2017-16010401003;BENS RECEBIDOS - DISCO, FILMO, PINACO;Outras;Outras;AJUSTAR
2017;214-2017-16010401004;BENS RECEBIDOS - INSTRUMENTOS MUSICAIS;Outras;Outras;AJUSTAR
2017;214-2017-16010401005;BENS RECEBIDOS - VEÍCULOS;Outras;Outras;AJUSTAR
2017;214-2017-16010401006;BENS RECEBIDOS - MÁQ. EQUIPAMENTOS GERAL;Outras;Outras;AJUSTAR
2017;214-2017-16010401007;BENS RECEBIDOS - EQUIP. MED. CIR. GERAL;Outras;Outras;AJUSTAR
2017;214-2017-16010401008;BENS RECEBIDOS - EQUIPAMENTO INFORMÁTICA;Outras;Outras;AJUSTAR
2017;214-2017-16010401009;BENS RECEBIDOS - EQUIP/ESPOR/ARTIS/RECRE;Outras;Outras;AJUSTAR
2017;214-2017-16010401010;BENS RECEBIDOS - EQUIP. DE COMUNICAÇÃO;Outras;Outras;AJUSTAR
2017;214-2017-16010401011;BENS RECEBIDOS - TERRENOS;Outras;Outras;AJUSTAR
2017;214-2017-16010401999;BENS RECEBIDOS - OUTROS BENS MÓVEIS;Outras;Outras;AJUSTAR
2017;214-2017-16010402001;BENS CEDIDOS - BENS MÓVEIS;Outras;Outras;AJUSTAR
2017;214-2017-16010402002;BENS CEDIDOS - BIBLIOTECA;Outras;Outras;AJUSTAR
2017;214-2017-16010402003;BENS CEDIDOS - DISCO, FILMO, PINACO;Outras;Outras;AJUSTAR
2017;214-2017-16010402004;BENS CEDIDOS - INSTRUMENTOS MUSICAIS;Outras;Outras;AJUSTAR
2017;214-2017-16010402005;BENS CEDIDOS - VEÍCULOS;Outras;Outras;AJUSTAR
2017;214-2017-16010402006;BENS CEDIDOS - MAQ.E EQUIPAMENTOS GERAL;Outras;Outras;AJUSTAR
2017;214-2017-16010402007;BENS CEDIDOS - EQUIP. MED. CIR. GERAL;Outras;Outras;AJUSTAR
2017;214-2017-16010402008;BENS CEDIDOS - EQUIPAMENTO INFORMÁTICA;Outras;Outras;AJUSTAR
2017;214-2017-16010402009;BENS CEDIDOS - EQUIP. ESPORT. ARTIS. REC;Outras;Outras;AJUSTAR
2017;214-2017-16010402010;BENS CEDIDOS - EQUIP. DE COMUNICAÇÃO;Outras;Outras;AJUSTAR
2017;214-2017-16010402999;BENS CEDIDOS - OUTROS BENS MÓVEIS;Outras;Outras;AJUSTAR
2017;214-2017-16010501001;DEPÓSITO DE FGTS - NÃO OPTANTES;Outras;Outras;AJUSTAR
2017;214-2017-21010102001;DIVERSOS;Outras;Outras;AJUSTAR
2017;214-2017-21010201001;FORNECEDORES DIVERSOS;Outras;Outras;AJUSTAR
2017;214-2017-21010201002;PRESTAÇÃO DE CONTAS DE VIAGEM;Outras;Outras;AJUSTAR
2017;214-2017-21010201003;CLARO S.A;Outras;Outras;AJUSTAR
2017;214-2017-21010301001;IMPOSTO DE RENDA S/ FOLHA E PF;Outras;Outras;AJUSTAR
2017;214-2017-21010301002;IMPOSTO DE RENDA S/ NOTAS FISCAIS;Outras;Outras;AJUSTAR
2017;214-2017-21010301003;IMPOSTO DE RENDA S/ APLICACAO FINANCEIRA;Outras;Outras;AJUSTAR
2017;214-2017-21010303001;ISS - QN;Outras;Outras;AJUSTAR
2017;214-2017-21010307001;CONTRIBUIÇÃO SINDICAL/MENS. SINDICAL;Outras;Outras;AJUSTAR
2017;214-2017-21010399001;PIS/COFINS/CSLL;Outras;Outras;AJUSTAR
2017;214-2017-21010399002;IOF SOBRE APLICAÇÃO FINANCEIRA;Outras;Outras;AJUSTAR
2017;214-2017-21010401001;SALÁRIOS A PAGAR;Outras;Outras;AJUSTAR
2017;214-2017-21010402001;INSS S/FOLHA DE PAGAMENTO PF;Outras;Outras;AJUSTAR
2017;214-2017-21010402002;INSS S/ NOTAS FISCAIS PJ;Outras;Outras;AJUSTAR
2017;214-2017-21010402003;INSS 1/3 FÉRIAS 0005274-16.2010.403.6000;Outras;Outras;AJUSTAR
2017;214-2017-21010403001;FGTS S/ FOLHA DE PAGAMENTO;Outras;Outras;AJUSTAR
2017;214-2017-21010404001;PIS S/ FOLHA DE PAGAMENTO;Outras;Outras;AJUSTAR
2017;214-2017-21010405001;SALÁRIO-EDUCAÇÃO;Outras;Outras;AJUSTAR
